,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,2.75,3.25,4.75,5.25,106.88,0.1,0.00,40.1,-30.184,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,8,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.25,5.75,112.40,0.0,0.00,-64.5,-15.871,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,9,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,3.75,4.25,85.99,0.0,0.00,-18.7,-486.323,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,1,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.25,4.75,115.18,0.0,0.00,22.9,-93.063,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,2,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.75,5.25,112.33,0.0,0.00,41.1,-30.252,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,3,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.25,5.75,122.04,0.0,0.00,-63.8,-14.940,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,4,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.75,4.00,74.89,0.0,0.00,55.0,182.508,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,5,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.00,4.50,61.48,0.0,0.00,-21.9,-108.656,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,6,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.50,5.00,108.19,0.0,0.00,62.0,-47.804,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,7,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.00,5.50,130.54,0.0,0.00,-107.4,-23.072,16.66,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,40,1,2.4,00.000000,00.000000,17042705,8,0,12.01,12.19,19.2,27/04/2017 09:55:12,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.00,4.50,34.45,0.0,0.00,-15.8,-155.330,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,1,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.50,5.00,80.25,0.0,0.00,64.1,-51.687,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,2,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.00,5.50,112.46,0.1,0.00,-106.1,-24.144,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,3,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.50,4.25,83.45,0.0,0.00,7.5,153.967,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,4,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.25,4.75,78.71,0.0,0.00,28.1,-110.890,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,5,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.75,5.25,88.62,0.1,0.00,42.9,-31.213,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,6,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.25,5.75,105.03,0.1,0.00,-63.2,-14.797,13.28,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,27,0,2.0,00.000000,00.000000,17042705,7,0,12.04,12.19,18.7,27/04/2017 09:55:22,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,4.25,4.75,104.96,0.0,0.00,23.3,-279.938,7.86,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,16,0,2.0,00.000000,00.000000,17042705,1,0,12.07,12.21,18.7,27/04/2017 09:55:32,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,4.75,5.25,85.86,0.0,0.00,41.4,-32.716,7.86,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,16,0,2.0,00.000000,00.000000,17042705,2,0,12.07,12.21,18.7,27/04/2017 09:55:32,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,5.25,5.75,108.49,0.1,0.00,-63.9,-13.779,7.86,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,16,0,2.0,00.000000,00.000000,17042705,3,0,12.07,12.21,18.7,27/04/2017 09:55:32,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,5.75,4.50,84.44,0.1,0.00,32.0,92.168,7.86,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,16,0,2.0,00.000000,00.000000,17042705,4,0,12.07,12.21,18.7,27/04/2017 09:55:32,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,4.50,5.00,78.90,0.0,0.00,62.5,-65.766,7.86,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,16,0,2.0,00.000000,00.000000,17042705,5,0,12.07,12.21,18.7,27/04/2017 09:55:32,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,5.00,5.50,114.26,0.1,0.00,-106.9,-23.809,7.86,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,16,0,2.0,00.000000,00.000000,17042705,6,0,12.07,12.21,18.7,27/04/2017 09:55:32,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,4.50,5.00,36.28,0.1,0.00,62.5,-78.316,6.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,7,0,1.1,00.000000,00.000000,17042705,1,0,12.07,12.21,19.2,27/04/2017 09:55:42,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,5.00,5.50,70.37,0.0,0.00,-107.1,-21.700,6.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,7,0,1.1,00.000000,00.000000,17042705,2,0,12.07,12.21,19.2,27/04/2017 09:55:42,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,5.50,4.75,53.60,0.1,0.00,36.3,41.837,6.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,7,0,1.1,00.000000,00.000000,17042705,3,0,12.07,12.21,19.2,27/04/2017 09:55:42,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,4.75,5.25,47.15,0.0,0.00,42.0,-31.811,6.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,7,0,1.1,00.000000,00.000000,17042705,4,0,12.07,12.21,19.2,27/04/2017 09:55:42,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,5.25,5.75,72.85,0.1,0.00,-63.7,-12.286,6.36,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,7,0,1.1,00.000000,00.000000,17042705,5,0,12.07,12.21,19.2,27/04/2017 09:55:42,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,4.75,5.25,47.92,0.1,0.00,40.8,-54.161,3.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,4,0,1.3,00.000000,00.000000,17042705,1,0,12.10,12.23,19.2,27/04/2017 09:55:51,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,5.25,5.75,68.96,0.2,0.00,-64.2,-11.135,3.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,4,0,1.3,00.000000,00.000000,17042705,2,0,12.10,12.23,19.2,27/04/2017 09:55:52,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,5.75,5.00,59.61,0.0,0.00,94.4,24.365,3.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,4,0,1.3,00.000000,00.000000,17042705,3,0,12.10,12.23,19.2,27/04/2017 09:55:52,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,5.00,5.50,63.64,0.1,0.00,-107.4,-22.480,3.33,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,4,0,1.3,00.000000,00.000000,17042705,4,0,12.10,12.23,19.2,27/04/2017 09:55:52,0.0,0.00,0.0
,Mixed / non conventional,4.25,4.75,5.00,5.50,45.88,0.5,0.00,-108.9,-18.622,1.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,2,0,1.8,00.000000,00.000000,17042705,1,0,12.10,12.23,19.2,27/04/2017 09:56:01,0.0,0.00,0.0
,Mixed / non conventional,4.25,4.75,5.50,5.25,91.08,0.4,0.00,78.6,8.087,1.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,2,0,1.8,00.000000,00.000000,17042705,2,0,12.10,12.23,19.2,27/04/2017 09:56:01,0.0,0.00,0.0
,Mixed / non conventional,4.25,4.75,5.25,5.75,74.61,0.4,0.00,-64.8,-9.464,1.20,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,2,0,1.8,00.000000,00.000000,17042705,3,0,12.10,12.23,19.2,27/04/2017 09:56:01,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.00,5.25,5.75,43.68,1.3,0.00,-65.6,-8.310,0.56,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,2,0,2.7,00.000000,00.000000,17042705,1,0,12.10,12.23,18.7,27/04/2017 09:56:11,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,0.00,0.50,30.96,0.3,0.00,493.3,-9.475,0.90,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,3,0,3.3,00.000000,00.000000,17042705,1,0,12.10,12.23,19.2,27/04/2017 09:56:21,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,0.00,0.50,67.26,0.1,0.00,488.5,-14.114,1.98,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,5,0,2.4,00.000000,00.000000,17042705,1,0,12.10,12.23,19.2,27/04/2017 09:56:31,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,0.50,0.25,73.61,0.1,0.00,-514.7,10.812,1.98,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,5,0,2.4,00.000000,00.000000,17042705,2,0,12.10,12.23,19.2,27/04/2017 09:56:31,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,0.25,0.75,160.05,0.6,0.00,-161.0,-107.474,1.98,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,5,0,2.4,00.000000,00.000000,17042705,3,0,12.10,12.23,19.2,27/04/2017 09:56:31,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.00,0.50,66.23,0.0,0.00,484.1,-13.081,4.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,14,0,3.5,00.000000,00.000000,17042705,1,0,12.10,12.21,19.2,27/04/2017 09:56:40,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.50,1.00,64.21,1.7,0.00,-625.2,-88.782,4.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,14,0,3.5,00.000000,00.000000,17042705,2,0,12.10,12.21,19.2,27/04/2017 09:56:40,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,1.00,0.25,64.95,1.5,0.00,114.8,98.214,4.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,14,0,3.5,00.000000,00.000000,17042705,3,0,12.10,12.21,19.2,27/04/2017 09:56:40,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.25,0.75,108.36,0.1,0.00,-70.8,-46.821,4.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,14,0,3.5,00.000000,00.000000,17042705,4,0,12.10,12.21,19.2,27/04/2017 09:56:41,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.00,0.50,84.89,0.0,0.00,480.1,-13.172,5.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.9,00.000000,00.000000,17042705,1,0,12.10,12.37,19.2,27/04/2017 09:56:49,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.50,1.00,95.12,0.1,0.00,-548.5,-59.036,5.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.9,00.000000,00.000000,17042705,2,0,12.10,12.37,19.2,27/04/2017 09:56:49,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,1.00,0.25,94.93,0.1,0.00,41.9,68.175,5.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.9,00.000000,00.000000,17042705,3,0,12.10,12.37,19.2,27/04/2017 09:56:50,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,0.25,0.75,137.02,0.1,0.00,-25.9,-38.875,5.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.9,00.000000,00.000000,17042705,4,0,12.10,12.37,19.2,27/04/2017 09:56:50,0.0,0.00,0.0
