,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,0.75,1.25,3.50,4.00,105.43,0.3,0.00,23.8,-35.603,85.34,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,173,15,2.0,00.000000,00.000000,17042705,5,0,11.65,12.35,23.1,27/04/2017 09:52:40,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.00,4.50,83.54,0.3,0.00,-17.1,-16.926,85.34,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,173,15,2.0,00.000000,00.000000,17042705,6,0,11.65,12.35,23.1,27/04/2017 09:52:40,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.50,1.75,86.40,0.4,0.00,57.7,1125.384,85.34,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,173,15,2.0,00.000000,00.000000,17042705,7,0,11.65,12.35,23.1,27/04/2017 09:52:40,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,1.75,2.25,85.29,0.4,0.00,-34.4,-772.297,85.34,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,173,15,2.0,00.000000,00.000000,17042705,8,0,11.65,12.35,23.1,27/04/2017 09:52:40,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.25,2.75,76.65,0.3,0.00,-28.8,-173.518,85.34,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,173,15,2.0,00.000000,00.000000,17042705,9,0,11.65,12.35,23.1,27/04/2017 09:52:40,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.75,3.25,100.41,0.3,0.00,-52.0,-90.917,85.34,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,173,15,2.0,00.000000,00.000000,17042705,10,0,11.65,12.35,23.1,27/04/2017 09:52:41,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.25,3.75,111.78,0.1,0.00,48.5,-29.363,49.52,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,99,5,2.0,00.000000,00.000000,17042705,1,0,11.89,12.37,23.1,27/04/2017 09:52:50,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.75,4.25,101.89,0.2,0.00,-20.2,-15.296,49.52,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,99,5,2.0,00.000000,00.000000,17042705,2,0,11.89,12.37,23.1,27/04/2017 09:52:50,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,1.75,2.25,65.99,0.1,0.00,13.5,-1167.303,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,1,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.25,2.75,71.67,0.1,0.00,-20.4,-181.125,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,2,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.75,3.25,103.63,0.1,0.00,-46.6,-87.301,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,3,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.25,3.75,117.84,0.1,0.00,49.7,-45.121,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,4,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.75,4.25,112.31,0.1,0.00,-18.8,-23.156,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,5,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.25,4.75,128.73,0.1,0.00,27.1,-15.925,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,6,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.75,2.00,71.06,0.1,0.00,-6.9,565.102,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,7,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.00,2.50,59.14,0.1,0.00,25.6,-326.922,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,8,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.50,3.00,95.06,0.1,0.00,-30.2,-131.376,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,9,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.00,3.50,98.78,0.1,0.00,9.5,-54.605,52.10,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,97,5,1.9,00.000000,00.000000,17042705,10,0,11.89,12.21,19.2,27/04/2017 09:53:00,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.50,4.00,113.81,0.1,0.00,26.8,-34.122,56.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,104,6,1.8,00.000000,00.000000,17042705,1,0,11.86,12.23,18.7,27/04/2017 09:53:10,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.00,4.50,93.29,0.1,0.00,-17.9,-15.983,56.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,104,6,1.8,00.000000,00.000000,17042705,2,0,11.86,12.23,18.7,27/04/2017 09:53:10,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.00,2.50,44.13,0.2,0.00,35.5,-891.612,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,1,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.50,3.00,90.38,0.1,0.00,-27.8,-260.869,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,2,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.00,3.50,96.23,0.2,0.00,9.9,-92.586,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,3,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.50,4.00,119.89,0.2,0.00,27.6,-52.432,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,4,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.00,4.50,100.95,0.1,0.00,-18.0,-23.772,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,5,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.50,5.00,116.57,0.1,0.00,61.5,-16.470,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,6,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,5.00,2.25,76.96,0.2,0.00,-60.4,698.995,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,7,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.25,2.75,62.41,0.2,0.00,-17.8,-394.083,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,8,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.75,3.25,98.78,0.1,0.00,-45.4,-155.923,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,9,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.25,3.75,123.80,0.1,0.00,48.9,-78.165,59.51,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,159,9,2.7,00.000000,00.000000,17042705,10,0,11.77,12.21,18.7,27/04/2017 09:53:20,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.75,4.25,121.31,0.1,0.00,-18.0,-23.576,36.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,99,4,2.7,00.000000,00.000000,17042705,1,0,11.92,12.23,18.7,27/04/2017 09:53:30,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.25,4.75,139.57,0.0,0.00,25.7,-15.501,36.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,99,4,2.7,00.000000,00.000000,17042705,2,0,11.92,12.23,18.7,27/04/2017 09:53:30,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.25,2.75,61.32,0.0,0.00,-29.1,-985.159,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,1,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.75,3.25,106.69,0.1,0.00,-48.7,-244.863,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,2,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.25,3.75,150.06,0.0,0.00,46.5,-114.807,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,3,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.75,4.25,152.89,0.0,0.00,-17.9,-53.169,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,4,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.25,4.75,180.14,0.0,0.00,25.4,-33.731,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,5,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.75,5.25,139.79,0.0,0.00,39.2,-15.705,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,6,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,5.25,2.50,102.73,0.0,0.00,-11.5,741.891,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,7,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.50,3.00,94.30,0.0,0.00,-34.1,-473.454,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,8,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.00,3.50,107.28,0.0,0.00,7.4,-134.654,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,9,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.50,4.00,146.96,0.0,0.00,26.8,-73.783,47.32,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,80,4,1.7,00.000000,00.000000,17042705,10,0,11.92,12.21,19.2,27/04/2017 09:53:40,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.00,4.50,128.18,0.0,0.00,-19.8,-22.387,32.92,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,2,1.7,00.000000,00.000000,17042705,1,0,11.98,12.23,19.2,27/04/2017 09:53:50,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.50,5.00,152.05,0.0,0.00,61.0,-15.175,32.92,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,2,1.7,00.000000,00.000000,17042705,2,0,11.98,12.23,19.2,27/04/2017 09:53:50,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.50,3.00,64.18,0.1,0.00,-3.4,-956.886,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,1,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.00,3.50,94.94,0.0,0.00,13.8,-202.219,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,2,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.50,4.00,132.41,0.0,0.00,30.7,-94.006,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,3,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.00,4.50,122.13,0.0,0.00,-18.5,-39.413,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,4,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
