,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,0.75,1.25,1.50,2.00,134.30,0.33,0.00,-95.39,-6067.014,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,1,0,11.12,12.39,26.0,23/06/2017 09:26:50,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.00,2.50,98.43,0.13,0.00,-20.02,-635.228,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,2,0,11.12,12.39,26.0,23/06/2017 09:26:50,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.50,3.00,103.86,0.15,0.00,32.64,-223.412,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,3,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.00,3.50,96.54,0.20,0.00,-27.08,-94.398,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,4,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.50,4.00,85.33,0.35,0.00,-30.74,-44.925,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,5,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.00,4.50,58.70,0.26,0.00,32.07,-18.543,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,6,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,1,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,4.50,1.75,117.56,0.13,0.00,24.42,2387.127,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,7,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,1.75,2.25,129.60,0.14,0.00,-49.90,-1829.485,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,8,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.25,2.75,80.21,0.05,0.00,1.12,-283.091,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,9,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,2.75,3.25,103.81,0.29,0.00,216.51,-146.551,133.048,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,398,53,3.0,00.000000,00.000000,17062204,10,0,11.12,12.39,26.0,23/06/2017 09:26:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.25,3.75,114.13,0.20,0.00,-225.76,-42.237,69.756,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,203,14,2.9,00.000000,00.000000,17062204,1,0,11.77,12.39,26.0,23/06/2017 09:26:54,0,0,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,3.75,4.25,79.73,0.06,0.00,28.96,-16.860,69.756,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,203,14,2.9,00.000000,00.000000,17062204,2,0,11.77,12.39,26.0,23/06/2017 09:26:54,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,1.75,2.25,108.31,0.13,0.00,16.62,-2065.909,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,1,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.25,2.75,91.93,0.14,0.00,10.36,-250.515,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,2,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.75,3.25,132.60,0.09,0.00,220.05,-120.447,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,3,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.25,3.75,142.94,0.17,0.00,-223.09,-59.015,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,4,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.75,4.25,104.60,0.03,0.00,29.75,-23.253,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,5,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.25,4.75,118.87,0.08,0.00,14.59,-15.856,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,6,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.75,2.00,103.78,0.12,0.00,-23.98,889.880,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,7,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.00,2.50,99.62,0.13,0.00,1.30,-593.799,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,8,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,2.50,3.00,115.25,0.12,0.00,39.11,-171.746,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,9,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.00,3.50,122.45,0.13,0.00,-24.32,-72.993,56.180,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,132,7,2.3,00.000000,00.000000,17062204,10,0,11.89,12.41,26.0,23/06/2017 09:26:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,3.50,4.00,109.25,0.07,0.00,-29.58,-39.589,68.308,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,159,11,2.3,00.000000,00.000000,17062204,1,0,11.83,12.39,26.0,23/06/2017 09:27:00,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,4.00,4.50,78.10,0.28,0.00,32.65,-16.173,68.308,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,159,11,2.3,00.000000,00.000000,17062204,2,0,11.83,12.39,26.0,23/06/2017 09:27:00,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.00,2.50,68.61,0.15,0.00,2.41,-1867.905,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,1,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.50,3.00,113.85,0.16,0.00,38.14,-442.830,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,2,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.00,3.50,117.70,0.14,0.00,-24.16,-152.591,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,3,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.50,4.00,115.30,0.21,0.00,-29.27,-67.949,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,4,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.00,4.50,85.60,0.16,0.00,32.98,-27.163,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,5,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.50,5.00,90.67,0.33,0.00,7.41,-17.263,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,6,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,5.00,2.25,97.01,0.13,0.00,-49.74,1187.289,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,7,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.25,2.75,82.31,0.11,0.00,10.21,-700.296,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,8,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,2.75,3.25,128.07,0.10,0.00,217.52,-272.412,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,9,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.25,3.75,149.92,0.25,0.00,-221.89,-127.559,80.188,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,323,26,4.0,00.000000,00.000000,17062204,10,0,11.59,12.39,26.0,23/06/2017 09:27:03,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,3.75,4.25,114.55,0.06,0.00,28.60,-24.598,40.478,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,168,7,4.1,00.000000,00.000000,17062204,1,0,11.89,12.39,26.0,23/06/2017 09:27:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,4.25,4.75,127.72,0.15,0.00,14.13,-15.672,40.478,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,168,7,4.1,00.000000,00.000000,17062204,2,0,11.89,12.39,26.0,23/06/2017 09:27:07,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.25,2.75,87.68,0.04,0.00,-12.45,-1595.769,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,1,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.75,3.25,172.35,0.05,0.00,209.61,-448.101,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,2,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.25,3.75,230.24,0.00,0.00,-223.64,-199.542,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,3,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.75,4.25,178.95,0.07,0.00,27.96,-70.493,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,4,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.25,4.75,204.29,0.00,0.00,13.88,-43.333,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,5,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.75,5.25,123.69,0.07,0.00,-50.53,-15.742,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,6,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,5.25,2.50,152.43,0.03,0.00,48.28,1247.013,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,7,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,2.50,3.00,149.73,0.02,0.00,25.33,-851.578,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,8,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.00,3.50,160.05,0.05,0.00,-27.74,-227.574,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,9,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,3.50,4.00,176.71,0.05,0.00,-31.06,-100.503,53.603,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,123,7,2.3,00.000000,00.000000,17062204,10,0,11.92,12.41,26.0,23/06/2017 09:27:10,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.00,4.50,133.70,0.03,0.00,32.57,-24.654,34.758,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,81,3,2.3,00.000000,00.000000,17062204,1,0,12.01,12.39,26.0,23/06/2017 09:27:13,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.50,2.00,4.50,5.00,147.00,0.07,0.00,6.79,-15.490,34.758,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,81,3,2.3,00.000000,00.000000,17062204,2,0,12.01,12.39,26.0,23/06/2017 09:27:13,0,1,0.0,0.00,0.0
