,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,1.75,2.25,2.50,3.00,81.66,0.26,0.00,82.81,-1436.965,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,1,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.00,3.50,210.98,0.25,0.00,-7.55,-530.386,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,2,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.50,4.00,208.35,0.25,0.00,-23.93,-174.590,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,3,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.00,4.50,165.72,0.23,0.00,35.34,-63.120,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,4,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.50,5.00,187.39,0.29,0.00,8.54,-38.433,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,5,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,5.00,5.50,134.51,0.44,0.00,160.78,-16.553,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,6,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,5.50,2.75,235.72,0.26,0.00,-258.99,1864.559,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,7,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.75,3.25,232.29,0.23,0.00,254.44,-1277.390,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,8,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.25,3.75,264.82,0.33,0.00,-206.61,-364.070,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,9,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.75,4.25,216.35,0.26,0.00,32.24,-118.973,51.828,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,131,7,2.5,00.000000,00.000000,17062204,10,0,11.95,12.39,26.0,23/06/2017 09:27:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.25,4.75,265.25,0.14,0.00,15.55,-47.279,33.599,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,87,3,2.6,00.000000,00.000000,17062204,1,0,12.01,12.39,26.0,23/06/2017 09:27:19,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.75,5.25,152.82,0.09,0.00,-50.05,-15.566,33.599,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,87,3,2.6,00.000000,00.000000,17062204,2,0,12.01,12.39,26.0,23/06/2017 09:27:19,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,2.75,3.25,45.21,0.09,0.00,231.29,-1063.392,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,1,0,11.86,12.37,25.5,23/06/2017 09:27:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.25,3.75,175.57,0.13,0.00,-208.15,-589.975,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,2,0,11.86,12.37,25.5,23/06/2017 09:27:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.75,4.25,160.78,0.11,0.00,31.50,-180.096,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,3,0,11.86,12.37,25.5,23/06/2017 09:27:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.25,4.75,187.84,0.10,0.00,16.12,-95.635,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,4,0,11.86,12.37,25.5,23/06/2017 09:27:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.75,5.25,122.32,0.13,0.00,-49.63,-33.534,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,5,0,11.86,12.37,25.5,23/06/2017 09:27:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.25,5.75,97.87,0.11,0.00,13.07,-16.099,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,6,0,11.86,12.37,25.5,23/06/2017 09:27:22,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.75,3.00,84.13,0.11,0.00,39.87,889.548,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,7,0,11.86,12.37,25.5,23/06/2017 09:27:23,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.00,3.50,63.11,0.11,0.00,-15.99,-463.891,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,8,0,11.86,12.37,25.5,23/06/2017 09:27:23,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.50,4.00,141.83,0.11,0.00,-25.12,-260.635,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,9,0,11.86,12.37,25.5,23/06/2017 09:27:23,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.00,4.50,119.71,0.04,0.00,34.68,-87.994,69.279,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,142,10,2.0,00.000000,00.000000,17062204,10,0,11.86,12.37,25.5,23/06/2017 09:27:23,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.50,5.00,139.32,0.07,0.00,7.53,-37.587,50.854,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,105,5,2.1,00.000000,00.000000,17062204,1,0,11.95,12.39,26.0,23/06/2017 09:27:26,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.00,5.50,101.62,0.09,0.00,158.76,-15.666,50.854,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,105,5,2.1,00.000000,00.000000,17062204,2,0,11.95,12.39,26.0,23/06/2017 09:27:26,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.00,3.50,72.02,0.03,0.00,-24.38,-1079.740,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,1,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.50,4.00,94.46,0.05,0.00,-29.74,-202.307,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,2,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.00,4.50,90.27,0.06,0.00,33.36,-64.446,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,3,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.50,5.00,114.06,0.05,0.00,7.23,-37.013,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,4,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.00,5.50,88.61,0.06,0.00,158.46,-15.484,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,5,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.50,3.25,111.68,0.15,0.00,4.03,740.964,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,6,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.25,3.75,108.83,0.22,0.00,-206.05,-509.864,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,7,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.75,4.25,110.35,0.03,0.00,28.05,-129.249,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,8,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.25,4.75,157.85,0.06,0.00,14.16,-73.955,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,9,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.75,5.25,93.39,0.02,0.00,-50.43,-21.878,44.156,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,68,3,1.5,00.000000,00.000000,17062204,10,0,12.01,12.39,26.0,23/06/2017 09:27:29,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.25,5.75,74.73,0.00,0.00,12.42,-15.538,68.587,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,106,7,1.5,00.000000,00.000000,17062204,1,0,11.95,12.46,26.0,23/06/2017 09:27:31,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.25,3.75,156.10,0.14,0.00,-183.74,-1674.387,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,1,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.75,4.25,163.92,0.05,0.00,24.64,-251.183,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,2,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.25,4.75,265.51,0.03,0.00,12.64,-135.620,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,3,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.75,5.25,154.56,0.04,0.00,-50.58,-35.886,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,4,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.25,5.75,125.69,0.06,0.00,12.55,-15.713,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,5,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.75,3.50,136.56,0.06,0.00,39.56,648.199,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,6,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.50,4.00,128.92,0.06,0.00,-34.86,-432.140,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,7,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.00,4.50,141.09,0.05,0.00,31.98,-118.237,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,8,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.50,5.00,192.83,0.07,0.00,6.04,-64.638,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,9,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.00,5.50,158.27,0.09,0.00,157.01,-26.526,31.592,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,77,2,2.4,00.000000,00.000000,17062204,10,0,12.01,12.39,26.0,23/06/2017 09:27:34,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,3.50,4.00,62.07,5.34,0.00,-30.02,-422.917,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,1,0,11.98,12.46,29.4,23/06/2017 09:27:37,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.00,4.50,99.06,4.84,0.00,33.32,-96.420,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,2,0,11.98,12.46,29.4,23/06/2017 09:27:37,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.50,5.00,146.09,4.58,0.00,6.90,-47.402,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,3,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,0,0.0,0.00,0.0
